Rule 9:
If parent ?b, then predecessor ?b.
Victor Amadeus I Duke of Savoy, Victor Amadeus I Duke of Savoy has parent Catalina Micaela of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry V of England, Henry V of England has parent Mary de Bohun The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George I of Great Britain, George I of Great Britain has parent Sophia of Hanover The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bertha of Holland, Bertha of Holland has parent Floris I Count of Holland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of Aragon, John II of Aragon has parent Eleanor of Alburquerque The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Eleonore of Cleves, Marie Eleonore of Cleves has parent William Duke of J lich Cleves Berg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Owen Tudor, Owen Tudor has parent Margaret ferch Dafydd The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus III of Sardinia, Victor Amadeus III of Sardinia has parent Polyxena of Hesse Rotenburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of France has predecessor Francis I of France, Henry II of France has parent Francis I of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Henry III of England, Henry III of England has parent Isabella of Angoul me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick I Duke of Lorraine, Frederick I Duke of Lorraine has parent Matthias I Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lorenzo the Elder, Lorenzo the Elder has parent Piccarda Bueri The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles the Bald, Charles the Bald has parent Judith of Bavaria died 843 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hortense de Beauharnais, Hortense de Beauharnais has parent Alexandre de Beauharnais The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William IV Duke of Aquitaine, William IV Duke of Aquitaine has parent Gerloc The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Count of Vaud mont, Antoine Count of Vaud mont has parent Margaret of Joinville The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin V Count of Hainaut, Baldwin V Count of Hainaut has parent Baldwin IV Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William I Count of Hainaut, William I Count of Hainaut has parent John II Count of Holland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Josepha of Austria, Maria Josepha of Austria has parent Joseph I Holy Roman Emperor The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of France has predecessor Philip VI of France, John II of France has parent Philip VI of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis I Duke of Bavaria, Louis I Duke of Bavaria has parent Agnes of Loon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Pepin of Herstal, Pepin of Herstal has parent Begga The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IX of France, Louis IX of France has parent Blanche of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Yolanda of Courtenay, Yolanda of Courtenay has parent Peter II of Courtenay The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Stephen II of Auxonne, Stephen II of Auxonne has parent William III of M con The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Werner I Count of Klettgau, Werner I Count of Klettgau has parent Radbot of Klettgau The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George Duke of Brunswic Calenberg, George Duke of Brunswic Calenberg has parent Dorothea of Denmark Duchess of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Foix Candale, Anne of Foix Candale has parent Catherine of Foix Countess of Candale The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emma of Italy, Emma of Italy has parent Adelaide of Italy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hedwig of Bavaria, Hedwig of Bavaria has parent Isambart The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of the Palatinate, Margaret of the Palatinate has parent Rupert King of the Romans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Duke of Brunswic L neburg, Frederick II Duke of Brunswic L neburg has parent Bernard I Duke of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of Spain has predecessor Philip II of Spain, Philip III of Spain has parent Philip II of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Maria Beatrice of Savoy, Maria Beatrice of Savoy has parent Victor Emmanuel I of Sardinia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter I of Portugal has predecessor Afonso IV of Portugal, Peter I of Portugal has parent Afonso IV of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Reginald I Count of Burgundy, Reginald I Count of Burgundy has parent Otto William Count of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Constance of Arles, Constance of Arles has parent Adelaide Blanche of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emmanuel Philibert Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Beatrice of Portugal Duchess of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George II of Great Britain has predecessor George I of Great Britain, George II of Great Britain has parent George I of Great Britain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Owen Tudor, Owen Tudor has parent Maredudd ap Tudur The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo II Count of Blois, Odo II Count of Blois has parent Bertha of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George III, George III has parent Frederick Prince of Wales The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis the Stammerer, Louis the Stammerer has parent Ermentrude of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VII Holy Roman Emperor, Henry VII Holy Roman Emperor has parent Beatrice of Avesnes The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis III of France, Louis III of France has parent Ansgarde of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria of Swabia, Maria of Swabia has parent Philip of Swabia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfonso II Count of Provence, Alfonso II Count of Provence has parent Alfonso II of Aragon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter II of Aragon has predecessor Alfonso II of Aragon, Peter II of Aragon has parent Alfonso II of Aragon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Otto IV Count of Burgundy, Otto IV Count of Burgundy has parent Adelaide Countess of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary of Guise, Mary of Guise has parent Antoinette of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Elisabeth of Austria Duchess of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermentrude of Orl ans, Ermentrude of Orl ans has parent Engeltrude de F zensac The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fulk II Count of Anjou, Fulk II Count of Anjou has parent Fulk I Count of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Artois, Margaret of Artois has parent Philip of Artois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Pepin of Herstal, Pepin of Herstal has parent Ansegisel The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert II Count of Dreux, Robert II Count of Dreux has parent Robert I Count of Dreux The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo I Count of Blois, Odo I Count of Blois has parent Luitgarde of Vermandois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Brabant Queen of France, Marie of Brabant Queen of France has parent Henry III Duke of Brabant The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick I Count of Vaud mont, Frederick I Count of Vaud mont has parent John I Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan III Countess of Burgundy has predecessor Joan II Countess of Burgundy, Joan III Countess of Burgundy has parent Joan II Countess of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Barbara Jagiellon, Barbara Jagiellon has parent Elizabeth of Austria 1436 1505 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus III of Sardinia has predecessor Charles Emmanuel III of Sardinia, Victor Amadeus III of Sardinia has parent Charles Emmanuel III of Sardinia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Berengaria of Barcelona, Berengaria of Barcelona has parent Douce I Countess of Provence The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Edward King of Portugal, Edward King of Portugal has parent Philippa of Lancaster The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of England Queen of Castile, Eleanor of England Queen of Castile has parent Henry II of England The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sviatoslav I, Sviatoslav I has parent Igor of Kiev The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso I of Portugal, Afonso I of Portugal has parent Henry Count of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Frederick IV Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Louise of Hesse Darmstadt 1757 1830, Princess Louise of Hesse Darmstadt 1757 1830 has parent Louis IX Landgrave of Hesse Darmstadt The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Ath na s de Rochechouart Marquise de Montespan, Fran oise Ath na s de Rochechouart Marquise de Montespan has parent Gabriel de Rochechouart de Mortemart The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Duke of Savoy, Louis Duke of Savoy has parent Mary of Burgundy Duchess of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe I, Louis Philippe I has parent Louise Marie Ad la de de Bourbon Duchess of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabeau of Bavaria, Isabeau of Bavaria has parent Stephen III Duke of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Adelaide of Paris, Adelaide of Paris has parent March of Friuli The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Anjou, Margaret of Anjou has parent Ren  of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Carinthia, Matilda of Carinthia has parent Engelbert Duke of Carinthia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh the Great, Hugh the Great has parent Robert I of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John IV Duke of Brittany has predecessor John of Montfort, John IV Duke of Brittany has parent John of Montfort The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal, Eleanor of Aragon Queen of Portugal has parent Ferdinand I of Aragon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh II Duke of Burgundy has predecessor Odo I Duke of Burgundy, Hugh II Duke of Burgundy has parent Odo I Duke of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Alfonso IX of Le n, Alfonso IX of Le n has parent Urraca of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry Count of Portugal, Henry Count of Portugal has parent Henry son of Robert I of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John Stewart 3rd Earl of Lennox, John Stewart 3rd Earl of Lennox has parent Matthew Stewart 2nd Earl of Lennox The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe II Duke of Orl ans has predecessor Louis Philippe I Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louis Philippe I Duke of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis Count of  vreux, Louis Count of  vreux has parent Marie of Brabant Queen of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Barbara Jagiellon, Barbara Jagiellon has parent Casimir IV Jagiellon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George Gordon 4th Earl of Huntly, George Gordon 4th Earl of Huntly has parent John Gordon Lord Gordon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of France, John II of France has parent Joan the Lame The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Merania, Agnes of Merania has parent Agnes of Rochlitz The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William V Duke of Aquitaine, William V Duke of Aquitaine has parent Emma of Blois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand III of Castile, Ferdinand III of Castile has parent Berengaria of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis the German, Louis the German has parent Ermengarde of Hesbaye The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin V Count of Flanders, Baldwin V Count of Flanders has parent Ogive of Luxembourg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I Duke of Lorraine, John I Duke of Lorraine has parent Rudolph Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emmanuel Philibert Duke of Savoy has predecessor Charles III Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Charles III Duke of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Baldwin VI Count of Flanders, Baldwin VI Count of Flanders has parent Baldwin V Count of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I Duke of Brittany has predecessor Alix Duchess of Brittany, John I Duke of Brittany has parent Alix Duchess of Brittany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Dirk I Count of Holland has predecessor Gerolf of Holland, Dirk I Count of Holland has parent Gerolf of Holland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Elisabeth Farnese, Elisabeth Farnese has parent Odoardo Farnese Hereditary Prince of Parma The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James V of Scotland has predecessor James IV of Scotland, James V of Scotland has parent James IV of Scotland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Alan Stewart of Darnley, Alan Stewart of Darnley has parent John Stewart of Darnley The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Piero di Cosimo de Medici has predecessor Cosimo de Medici, Piero di Cosimo de Medici has parent Cosimo de Medici The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Godfrey I Count of Louvain, Godfrey I Count of Louvain has parent Verdun The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IX Duke of Bavaria, Henry IX Duke of Bavaria has parent Welf I Duke of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret Countess of Anjou, Margaret Countess of Anjou has parent Charles II of Naples The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh Count of Burgundy, Hugh Count of Burgundy has parent John Count of Chalon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatriz Pereira de Alvim, Beatriz Pereira de Alvim has parent Nuno  lvares Pereira The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Giovanni di Bicci de Medici, Giovanni di Bicci de Medici has parent Averardo de Medici The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Anne Gonzaga The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh II Duke of Burgundy, Hugh II Duke of Burgundy has parent Sibylla of Burgundy Duchess of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Austria, Anne of Austria has parent Philip III of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Fran oise Ath na s de Rochechouart Marquise de Montespan The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IV of England has predecessor John of Gaunt, Henry IV of England has parent John of Gaunt The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Antoine of Navarre, Antoine of Navarre has parent Fran oise d Alen on The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IV of France, Louis IV of France has parent Charles the Simple The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no

Rule Statistics:
- PCA Confidence: 0.4812
- Rule Classification: NEGATIVE (PCA Confidence 0.4812 < threshold 0.5)
- Standard Confidence: 0.1216
- Head Coverage: 0.3212
