Rule 28:
If parent ?a, then child ?b.
William IX Duke of Aquitaine, William X Duke of Aquitaine has parent William IX Duke of Aquitaine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bar, Henry VI Count of Luxembourg has parent Margaret of Bar The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Savoy has child Margaret of Provence, Margaret of Provence has parent Beatrice of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Savoy, Eleanor of Provence has parent Beatrice of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Saint Margaret of Scotland, Matilda of Scotland has parent Saint Margaret of Scotland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Duke of Burgundy has child Louis XV, Louis XV has parent Louis Duke of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ecgberht King of Wessex has child  thelwulf King of Wessex,  thelwulf King of Wessex has parent Ecgberht King of Wessex The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Princess Magdalena Augusta of Anhalt Zerbst, Princess Augusta of Saxe Gotha has parent Princess Magdalena Augusta of Anhalt Zerbst The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerard Duke of Lorraine has child Theodoric II Duke of Lorraine, Theodoric II Duke of Lorraine has parent Gerard Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aquitaine has child John King of England, John King of England has parent Eleanor of Aquitaine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Anne of Kiev, Philip I of France has parent Anne of Kiev The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert I of Germany has child Albert II Duke of Austria, Albert II Duke of Austria has parent Albert I of Germany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo I Count of Orl ans, Ermentrude of Orl ans has parent Odo I Count of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan of Geneva, Humbert II Count of Savoy has parent Joan of Geneva The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry II of Castile, John I of Castile has parent Henry II of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin V Count of Hainaut, Isabella of Hainault has parent Baldwin V Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Liudolf Margrave of Frisia, Matilda of Frisia has parent Liudolf Margrave of Frisia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Habsburg, Louis IV Holy Roman Emperor has parent Matilda of Habsburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maud Chaworth, Eleanor of Lancaster has parent Maud Chaworth The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Schwerin, John VII Duke of Mecklenburg Schwerin has parent Schwerin The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Christine of Saxony has child Christine of Hesse, Christine of Hesse has parent Christine of Saxony The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabelle de Beauvau, Jeanne de Bourbon Duchess of Bourbon has parent Isabelle de Beauvau The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto IV Count of Scheyern, Otto I Duke of Bavaria has parent Otto IV Count of Scheyern The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Arnulf II Count of Flanders, Baldwin IV Count of Flanders has parent Arnulf II Count of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Aquitaine has child Robert II of France, Robert II of France has parent Adelaide of Aquitaine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Marie Countess of Harcourt, Frederick II Count of Vaud mont has parent Marie Countess of Harcourt The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Dauphin of France son of Louis XIV has child Philip V of Spain, Philip V of Spain has parent Louis Dauphin of France son of Louis XIV The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis Dauphin of France son of Louis XIV has child Louis Duke of Burgundy, Louis Duke of Burgundy has parent Louis Dauphin of France son of Louis XIV The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth of Portugal, Afonso IV of Portugal has parent Elizabeth of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Savoy Queen of Portugal, Sancho I of Portugal has parent Matilda of Savoy Queen of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Peter I Count of Saint Pol, Jacquetta of Luxembourg has parent Peter I Count of Saint Pol The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Valois Angoul me has child Jeanne d Albret, Jeanne d Albret has parent Margaret of Valois Angoul me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Catalina Micaela of Spain, Victor Amadeus I Duke of Savoy has parent Catalina Micaela of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary de Bohun, Henry V of England has parent Mary de Bohun The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia of Hanover, George I of Great Britain has parent Sophia of Hanover The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Floris I Count of Holland has child Bertha of Holland, Bertha of Holland has parent Floris I Count of Holland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Alburquerque has child John II of Aragon, John II of Aragon has parent Eleanor of Alburquerque The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
William Duke of J lich Cleves Berg, Marie Eleonore of Cleves has parent William Duke of J lich Cleves Berg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret ferch Dafydd, Owen Tudor has parent Margaret ferch Dafydd The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Polyxena of Hesse Rotenburg, Victor Amadeus III of Sardinia has parent Polyxena of Hesse Rotenburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Francis I of France has child Henry II of France, Henry II of France has parent Francis I of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabella of Angoul me, Henry III of England has parent Isabella of Angoul me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthias I Duke of Lorraine has child Frederick I Duke of Lorraine, Frederick I Duke of Lorraine has parent Matthias I Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Piccarda Bueri, Lorenzo the Elder has parent Piccarda Bueri The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Judith of Bavaria died 843, Charles the Bald has parent Judith of Bavaria died 843 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alexandre de Beauharnais, Hortense de Beauharnais has parent Alexandre de Beauharnais The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerloc, William IV Duke of Aquitaine has parent Gerloc The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Joinville, Antoine Count of Vaud mont has parent Margaret of Joinville The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin IV Count of Hainaut, Baldwin V Count of Hainaut has parent Baldwin IV Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John II Count of Holland, William I Count of Hainaut has parent John II Count of Holland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joseph I Holy Roman Emperor, Maria Josepha of Austria has parent Joseph I Holy Roman Emperor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip VI of France, John II of France has parent Philip VI of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of Loon, Louis I Duke of Bavaria has parent Agnes of Loon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Begga, Pepin of Herstal has parent Begga The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Blanche of Castile has child Louis IX of France, Louis IX of France has parent Blanche of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter II of Courtenay, Yolanda of Courtenay has parent Peter II of Courtenay The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William III of M con, Stephen II of Auxonne has parent William III of M con The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Radbot of Klettgau, Werner I Count of Klettgau has parent Radbot of Klettgau The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Dorothea of Denmark Duchess of Brunswic L neburg, George Duke of Brunswic Calenberg has parent Dorothea of Denmark Duchess of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Catherine of Foix Countess of Candale, Anne of Foix Candale has parent Catherine of Foix Countess of Candale The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Italy, Emma of Italy has parent Adelaide of Italy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isambart, Hedwig of Bavaria has parent Isambart The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rupert King of the Romans, Margaret of the Palatinate has parent Rupert King of the Romans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bernard I Duke of Brunswic L neburg, Frederick II Duke of Brunswic L neburg has parent Bernard I Duke of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip II of Spain, Philip III of Spain has parent Philip II of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Victor Emmanuel I of Sardinia, Maria Beatrice of Savoy has parent Victor Emmanuel I of Sardinia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Afonso IV of Portugal has child Peter I of Portugal, Peter I of Portugal has parent Afonso IV of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Otto William Count of Burgundy, Reginald I Count of Burgundy has parent Otto William Count of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide Blanche of Anjou, Constance of Arles has parent Adelaide Blanche of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Portugal Duchess of Savoy, Emmanuel Philibert Duke of Savoy has parent Beatrice of Portugal Duchess of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
George I of Great Britain has child George II of Great Britain, George II of Great Britain has parent George I of Great Britain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maredudd ap Tudur, Owen Tudor has parent Maredudd ap Tudur The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bertha of Burgundy, Odo II Count of Blois has parent Bertha of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick Prince of Wales has child George III, George III has parent Frederick Prince of Wales The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ermentrude of Orl ans has child Louis the Stammerer, Louis the Stammerer has parent Ermentrude of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Avesnes, Henry VII Holy Roman Emperor has parent Beatrice of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ansgarde of Burgundy, Louis III of France has parent Ansgarde of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip of Swabia, Maria of Swabia has parent Philip of Swabia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonso II of Aragon has child Alfonso II Count of Provence, Alfonso II Count of Provence has parent Alfonso II of Aragon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alfonso II of Aragon has child Peter II of Aragon, Peter II of Aragon has parent Alfonso II of Aragon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide Countess of Burgundy, Otto IV Count of Burgundy has parent Adelaide Countess of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Antoinette of Bourbon has child Mary of Guise, Mary of Guise has parent Antoinette of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elisabeth of Austria Duchess of Lorraine, Rudolph Duke of Lorraine has parent Elisabeth of Austria Duchess of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Engeltrude de F zensac, Ermentrude of Orl ans has parent Engeltrude de F zensac The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Fulk I Count of Anjou, Fulk II Count of Anjou has parent Fulk I Count of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip of Artois, Margaret of Artois has parent Philip of Artois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ansegisel, Pepin of Herstal has parent Ansegisel The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert I Count of Dreux, Robert II Count of Dreux has parent Robert I Count of Dreux The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Luitgarde of Vermandois, Odo I Count of Blois has parent Luitgarde of Vermandois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry III Duke of Brabant, Marie of Brabant Queen of France has parent Henry III Duke of Brabant The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John I Duke of Lorraine has child Frederick I Count of Vaud mont, Frederick I Count of Vaud mont has parent John I Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Joan II Countess of Burgundy has child Joan III Countess of Burgundy, Joan III Countess of Burgundy has parent Joan II Countess of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth of Austria 1436 1505 has child Barbara Jagiellon, Barbara Jagiellon has parent Elizabeth of Austria 1436 1505 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles Emmanuel III of Sardinia has child Victor Amadeus III of Sardinia, Victor Amadeus III of Sardinia has parent Charles Emmanuel III of Sardinia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Douce I Countess of Provence, Berengaria of Barcelona has parent Douce I Countess of Provence The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa of Lancaster, Edward King of Portugal has parent Philippa of Lancaster The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry II of England has child Eleanor of England Queen of Castile, Eleanor of England Queen of Castile has parent Henry II of England The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Igor of Kiev has child Sviatoslav I, Sviatoslav I has parent Igor of Kiev The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Henry Count of Portugal has child Afonso I of Portugal, Afonso I of Portugal has parent Henry Count of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Frederick IV Duke of Lorraine has child Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Frederick IV Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis IX Landgrave of Hesse Darmstadt, Princess Louise of Hesse Darmstadt 1757 1830 has parent Louis IX Landgrave of Hesse Darmstadt The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gabriel de Rochechouart de Mortemart, Fran oise Ath na s de Rochechouart Marquise de Montespan has parent Gabriel de Rochechouart de Mortemart The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Burgundy Duchess of Savoy, Louis Duke of Savoy has parent Mary of Burgundy Duchess of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louise Marie Ad la de de Bourbon Duchess of Orl ans has child Louis Philippe I, Louis Philippe I has parent Louise Marie Ad la de de Bourbon Duchess of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Stephen III Duke of Bavaria, Isabeau of Bavaria has parent Stephen III Duke of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
March of Friuli, Adelaide of Paris has parent March of Friuli The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ren  of Anjou has child Margaret of Anjou, Margaret of Anjou has parent Ren  of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Engelbert Duke of Carinthia, Matilda of Carinthia has parent Engelbert Duke of Carinthia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert I of France has child Hugh the Great, Hugh the Great has parent Robert I of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John of Montfort has child John IV Duke of Brittany, John IV Duke of Brittany has parent John of Montfort The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ferdinand I of Aragon has child Eleanor of Aragon Queen of Portugal, Eleanor of Aragon Queen of Portugal has parent Ferdinand I of Aragon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo I Duke of Burgundy has child Hugh II Duke of Burgundy, Hugh II Duke of Burgundy has parent Odo I Duke of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Urraca of Portugal, Alfonso IX of Le n has parent Urraca of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry son of Robert I of Burgundy, Henry Count of Portugal has parent Henry son of Robert I of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthew Stewart 2nd Earl of Lennox, John Stewart 3rd Earl of Lennox has parent Matthew Stewart 2nd Earl of Lennox The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Philippe I Duke of Orl ans has child Louis Philippe II Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louis Philippe I Duke of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Marie of Brabant Queen of France has child Louis Count of  vreux, Louis Count of  vreux has parent Marie of Brabant Queen of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Casimir IV Jagiellon, Barbara Jagiellon has parent Casimir IV Jagiellon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Gordon Lord Gordon, George Gordon 4th Earl of Huntly has parent John Gordon Lord Gordon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan the Lame has child John II of France, John II of France has parent Joan the Lame The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Agnes of Rochlitz, Agnes of Merania has parent Agnes of Rochlitz The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Emma of Blois, William V Duke of Aquitaine has parent Emma of Blois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berengaria of Castile, Ferdinand III of Castile has parent Berengaria of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ermengarde of Hesbaye, Louis the German has parent Ermengarde of Hesbaye The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ogive of Luxembourg, Baldwin V Count of Flanders has parent Ogive of Luxembourg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rudolph Duke of Lorraine has child John I Duke of Lorraine, John I Duke of Lorraine has parent Rudolph Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles III Duke of Savoy has child Emmanuel Philibert Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Charles III Duke of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Baldwin V Count of Flanders has child Baldwin VI Count of Flanders, Baldwin VI Count of Flanders has parent Baldwin V Count of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alix Duchess of Brittany, John I Duke of Brittany has parent Alix Duchess of Brittany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerolf of Holland, Dirk I Count of Holland has parent Gerolf of Holland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Odoardo Farnese Hereditary Prince of Parma, Elisabeth Farnese has parent Odoardo Farnese Hereditary Prince of Parma The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
James IV of Scotland has child James V of Scotland, James V of Scotland has parent James IV of Scotland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John Stewart of Darnley, Alan Stewart of Darnley has parent John Stewart of Darnley The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Cosimo de Medici, Piero di Cosimo de Medici has parent Cosimo de Medici The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Verdun, Godfrey I Count of Louvain has parent Verdun The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Welf I Duke of Bavaria, Henry IX Duke of Bavaria has parent Welf I Duke of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles II of Naples, Margaret Countess of Anjou has parent Charles II of Naples The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Count of Chalon, Hugh Count of Burgundy has parent John Count of Chalon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Nuno  lvares Pereira, Beatriz Pereira de Alvim has parent Nuno  lvares Pereira The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Averardo de Medici, Giovanni di Bicci de Medici has parent Averardo de Medici The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne Gonzaga has child Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Anne Gonzaga The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sibylla of Burgundy Duchess of Burgundy, Hugh II Duke of Burgundy has parent Sibylla of Burgundy Duchess of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of Spain has child Anne of Austria, Anne of Austria has parent Philip III of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Fran oise Ath na s de Rochechouart Marquise de Montespan, Fran oise Marie de Bourbon has parent Fran oise Ath na s de Rochechouart Marquise de Montespan The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John of Gaunt, Henry IV of England has parent John of Gaunt The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Fran oise d Alen on, Antoine of Navarre has parent Fran oise d Alen on The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles the Simple, Louis IV of France has parent Charles the Simple The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no

Rule Statistics:
- PCA Confidence: 0.6544
- Rule Classification: POSITIVE (PCA Confidence 0.6544 >= threshold 0.5)
- Standard Confidence: 0.3584
- Head Coverage: 0.2248
