Rule 28:
If parent ?a, then child ?b.
Lothair II of Italy has child Emma of Italy, Emma of Italy has parent Lothair II of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adolphus Frederick I Duke of Mecklenburg Schwerin, Anna Maria of Mecklenburg Schwerin has parent Adolphus Frederick I Duke of Mecklenburg Schwerin. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adolphus Frederick I Duke of Mecklenburg Schwerin, Adolphus Frederick II Duke of Mecklenburg Strelitz has parent Adolphus Frederick I Duke of Mecklenburg Schwerin. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh the Great, Hugh Capet has parent Hugh the Great. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isabella of France has child Edward III of England, Edward III of England has parent Isabella of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabella of Hainault has child Louis VIII of France, Louis VIII of France has parent Isabella of Hainault. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Juana Manuel, John I of Castile has parent Juana Manuel. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Janus of Cyprus, Anne of Cyprus has parent Janus of Cyprus. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth of Nuremberg has child Margaret of the Palatinate, Margaret of the Palatinate has parent Elisabeth of Nuremberg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Vladislaus II of Hungary, Anne of Bohemia and Hungary has parent Vladislaus II of Hungary. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh Count of Burgundy, Otto IV Count of Burgundy has parent Hugh Count of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis the German has child Charles the Fat, Charles the Fat has parent Louis the German. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Duchess Helene of Mecklenburg Schwerin has child Prince Philippe Count of Paris, Prince Philippe Count of Paris has parent Duchess Helene of Mecklenburg Schwerin. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John Stewart 1st Earl of Lennox, Matthew Stewart 2nd Earl of Lennox has parent John Stewart 1st Earl of Lennox. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Fitzgeoffrey, Maud FitzJohn Countess of Warwick has parent John Fitzgeoffrey. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Wenceslaus II of Bohemia, Elizabeth of Bohemia 1292 1330 has parent Wenceslaus II of Bohemia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth of Carinthia Queen of the Romans, Albert II Duke of Austria has parent Elisabeth of Carinthia Queen of the Romans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Giovanni il Popolano, Giovanni delle Bande Nere has parent Giovanni il Popolano. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonso VII of Le n and Castile has child Ferdinand II of Le n, Ferdinand II of Le n has parent Alfonso VII of Le n and Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alfonso VII of Le n and Castile has child Constance of Castile, Constance of Castile has parent Alfonso VII of Le n and Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alfonso VII of Le n and Castile has child Sancho III of Castile, Sancho III of Castile has parent Alfonso VII of Le n and Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Princess Augusta of Saxe Gotha, George III has parent Princess Augusta of Saxe Gotha. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Arnulf I Count of Flanders, Baldwin III Count of Flanders has parent Arnulf I Count of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Josepha of Saxony Dauphine of France, Louis XVIII has parent Maria Josepha of Saxony Dauphine of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Josepha of Saxony Dauphine of France has child Charles X, Charles X has parent Maria Josepha of Saxony Dauphine of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Wilhelmine Amalie of Brunswick, Maria Josepha of Austria has parent Wilhelmine Amalie of Brunswick. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert III Count of Habsburg, Rudolf II Count of Habsburg has parent Albert III Count of Habsburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elizabeth of Luxembourg, Elizabeth of Austria 1436 1505 has parent Elizabeth of Luxembourg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Conrad I of Burgundy has child Bertha of Burgundy, Bertha of Burgundy has parent Conrad I of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis I of Anjou has child Louis II of Anjou, Louis II of Anjou has parent Louis I of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Richard Woodville 1st Earl Rivers, Elizabeth Woodville has parent Richard Woodville 1st Earl Rivers. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia Eleonore of Saxony has child Landgravine Elisabeth Amalie of Hesse Darmstadt, Landgravine Elisabeth Amalie of Hesse Darmstadt has parent Sophia Eleonore of Saxony. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sancha of Castile Queen of Aragon, Peter II of Aragon has parent Sancha of Castile Queen of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sancha of Castile Queen of Aragon, Alfonso II Count of Provence has parent Sancha of Castile Queen of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Dauphin of France son of Louis XV has child Louis XVI, Louis XVI has parent Louis Dauphin of France son of Louis XV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis Dauphin of France son of Louis XV has child Charles X, Charles X has parent Louis Dauphin of France son of Louis XV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret Stewart Lady Gordon, George Gordon 4th Earl of Huntly has parent Margaret Stewart Lady Gordon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Brabant, John of Bohemia has parent Margaret of Brabant. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Brabant has child Marie of Luxembourg Queen of France, Marie of Luxembourg Queen of France has parent Margaret of Brabant. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Afonso I of Portugal, Sancho I of Portugal has parent Afonso I of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfred the Great has child Edward the Elder, Edward the Elder has parent Alfred the Great. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Petronilla of Aragon, Alfonso II of Aragon has parent Petronilla of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gisela of Burgundy Marchioness of Montferrat, Adelaide of Maurienne has parent Gisela of Burgundy Marchioness of Montferrat. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berengar II of Neustria, Poppa of Bayeux has parent Berengar II of Neustria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Lambert II Count of Louvain, Henry II Count of Louvain has parent Lambert II Count of Louvain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of Burgundy Duchess of Bourbon has child Margaret of Bourbon 1438 1483, Margaret of Bourbon 1438 1483 has parent Agnes of Burgundy Duchess of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Agnes of Burgundy Duchess of Bourbon, Isabella of Bourbon has parent Agnes of Burgundy Duchess of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip Duke of Parma, Maria Luisa of Parma has parent Philip Duke of Parma. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Magnus I Duke of Brunswic L neburg, Magnus II Duke of Brunswic L neburg has parent Magnus I Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isabella de Beauchamp, Maud Chaworth has parent Isabella de Beauchamp. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerold of Vinzgau, Hildegard of the Vinzgau has parent Gerold of Vinzgau. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Augustus III of Poland, Maria Amalia of Saxony has parent Augustus III of Poland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis XII has child Claude of France, Claude of France has parent Louis XII. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles I Gonzaga Duke of Mantua, Anne Gonzaga has parent Charles I Gonzaga Duke of Mantua. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Burgundy born c. 896, Reginar III Count of Hainaut has parent Adelaide of Burgundy born c. 896. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert Count of Clermont has child Louis I Duke of Bourbon, Louis I Duke of Bourbon has parent Robert Count of Clermont. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John II of Castile, Isabella I of Castile has parent John II of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia of Minsk, Ingeborg of Denmark Queen of France has parent Sophia of Minsk. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert V Duke of Bavaria, Maria Anna of Bavaria born 1551 has parent Albert V Duke of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward III of England, John of Gaunt has parent Edward III of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ealhmund of Kent, Ecgberht King of Wessex has parent Ealhmund of Kent. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert I Duke of Burgundy, Henry son of Robert I of Burgundy has parent Robert I Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Urraca of Le n, Alfonso VII of Le n and Castile has parent Urraca of Le n. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Theobald of Arles, Hugh of Italy has parent Theobald of Arles. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Francesco III d Este Duke of Modena, Maria Teresa Felicitas d Este has parent Francesco III d Este Duke of Modena. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mar a Isabella of Spain has child Maria Christina of the Two Sicilies, Maria Christina of the Two Sicilies has parent Mar a Isabella of Spain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of B thune, Margaret of Flanders Duchess of Brabant has parent Matilda of B thune. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh of Tours, Adelaide of Tours has parent Hugh of Tours. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maud FitzJohn Countess of Warwick, Isabella de Beauchamp has parent Maud FitzJohn Countess of Warwick. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Brandenburg, Beatrice of Silesia has parent Beatrice of Brandenburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ernest Augustus Elector of Hanover has child George I of Great Britain, George I of Great Britain has parent Ernest Augustus Elector of Hanover. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Marie Antoinette, Marie Th r se of France has parent Marie Antoinette. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alpaida has child Charles Martel, Charles Martel has parent Alpaida. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louise  lisabeth of France has child Maria Luisa of Parma, Maria Luisa of Parma has parent Louise  lisabeth of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis I Duke of Bavaria, Otto II Duke of Bavaria has parent Louis I Duke of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Theresa Countess of Portugal, Afonso I of Portugal has parent Theresa Countess of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Lorenzo the Elder, Pierfrancesco the Elder has parent Lorenzo the Elder. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Francis Count of Vend me, Charles Duke of Vend me has parent Francis Count of Vend me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto I Duke of Saxony, Henry the Fowler has parent Otto I Duke of Saxony. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
