Rule 9:
If parent ?b, then predecessor ?b.
Maria Theresa, Maria Theresa has parent Elisabeth Christine of Brunswic Wolfenb ttel. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe II Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louise Henriette de Bourbon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eug nie de Montijo, Eug nie de Montijo has parent Count of Montijo. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald I Count of Blois, Theobald I Count of Blois has parent Richende De Bourges. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick Prince of Wales, Frederick Prince of Wales has parent George II of Great Britain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Portugal, Isabella of Portugal has parent Manuel I of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bonne of Luxembourg, Bonne of Luxembourg has parent Elizabeth of Bohemia 1292 1330. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Rozala of Italy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Piero the Unfortunate has predecessor Lorenzo de Medici, Piero the Unfortunate has parent Lorenzo de Medici. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Matthias I Duke of Lorraine has predecessor Simon I Duke of Lorraine, Matthias I Duke of Lorraine has parent Simon I Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Louis XIV. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Louis XIV. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bertrade of Montfort, Bertrade of Montfort has parent Simon I de Montfort. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry I Count of Champagne, Henry I Count of Champagne has parent Matilda of Carinthia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip I of Castile, Philip I of Castile has parent Maximilian I Holy Roman Emperor. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Luxembourg Countess of Vend me, Marie of Luxembourg Countess of Vend me has parent Margaret of Savoy Countess of Saint Pol. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Blanche of Burgundy, Blanche of Burgundy has parent Otto IV Count of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan II Countess of Burgundy, Joan II Countess of Burgundy has parent Otto IV Count of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Count of Valois, Charles Count of Valois has parent Philip III of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip IV of France has predecessor Philip III of France, Philip IV of France has parent Philip III of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Adelaide of Paris, Adelaide of Paris has parent Adalard of Paris. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ernest Duke of Austria, Ernest Duke of Austria has parent Leopold III Duke of Austria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth Farnese, Elisabeth Farnese has parent Countess Palatine Dorothea Sophie of Neuburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VII of England, Henry VII of England has parent Edmund Tudor 1st Earl of Richmond. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William X Duke of Aquitaine, William X Duke of Aquitaine has parent William IX Duke of Aquitaine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VI Count of Luxembourg, Henry VI Count of Luxembourg has parent Margaret of Bar. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Provence, Margaret of Provence has parent Beatrice of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Provence, Eleanor of Provence has parent Beatrice of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Scotland, Matilda of Scotland has parent Saint Margaret of Scotland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XV, Louis XV has parent Louis Duke of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
 thelwulf King of Wessex has predecessor Ecgberht King of Wessex,  thelwulf King of Wessex has parent Ecgberht King of Wessex. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Princess Augusta of Saxe Gotha, Princess Augusta of Saxe Gotha has parent Princess Magdalena Augusta of Anhalt Zerbst. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theodoric II Duke of Lorraine, Theodoric II Duke of Lorraine has parent Gerard Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John King of England has predecessor Eleanor of Aquitaine, John King of England has parent Eleanor of Aquitaine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Philip I of France, Philip I of France has parent Anne of Kiev. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert II Duke of Austria, Albert II Duke of Austria has parent Albert I of Germany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermentrude of Orl ans, Ermentrude of Orl ans has parent Odo I Count of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Humbert II Count of Savoy, Humbert II Count of Savoy has parent Joan of Geneva. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I of Castile, John I of Castile has parent Henry II of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Hainault, Isabella of Hainault has parent Baldwin V Count of Hainaut. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Frisia, Matilda of Frisia has parent Liudolf Margrave of Frisia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IV Holy Roman Emperor, Louis IV Holy Roman Emperor has parent Matilda of Habsburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Lancaster, Eleanor of Lancaster has parent Maud Chaworth. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VII Duke of Mecklenburg Schwerin, John VII Duke of Mecklenburg Schwerin has parent Schwerin. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Christine of Hesse, Christine of Hesse has parent Christine of Saxony. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jeanne de Bourbon Duchess of Bourbon, Jeanne de Bourbon Duchess of Bourbon has parent Isabelle de Beauvau. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto I Duke of Bavaria, Otto I Duke of Bavaria has parent Otto IV Count of Scheyern. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Arnulf II Count of Flanders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert II of France, Robert II of France has parent Adelaide of Aquitaine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Count of Vaud mont, Frederick II Count of Vaud mont has parent Marie Countess of Harcourt. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip V of Spain, Philip V of Spain has parent Louis Dauphin of France son of Louis XIV. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Duke of Burgundy, Louis Duke of Burgundy has parent Louis Dauphin of France son of Louis XIV. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso IV of Portugal, Afonso IV of Portugal has parent Elizabeth of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sancho I of Portugal, Sancho I of Portugal has parent Matilda of Savoy Queen of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jacquetta of Luxembourg, Jacquetta of Luxembourg has parent Peter I Count of Saint Pol. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jeanne d Albret, Jeanne d Albret has parent Margaret of Valois Angoul me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus I Duke of Savoy, Victor Amadeus I Duke of Savoy has parent Catalina Micaela of Spain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry V of England, Henry V of England has parent Mary de Bohun. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George I of Great Britain, George I of Great Britain has parent Sophia of Hanover. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bertha of Holland, Bertha of Holland has parent Floris I Count of Holland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of Aragon, John II of Aragon has parent Eleanor of Alburquerque. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Eleonore of Cleves, Marie Eleonore of Cleves has parent William Duke of J lich Cleves Berg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Owen Tudor, Owen Tudor has parent Margaret ferch Dafydd. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus III of Sardinia, Victor Amadeus III of Sardinia has parent Polyxena of Hesse Rotenburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of France has predecessor Francis I of France, Henry II of France has parent Francis I of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Henry III of England, Henry III of England has parent Isabella of Angoul me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick I Duke of Lorraine, Frederick I Duke of Lorraine has parent Matthias I Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lorenzo the Elder, Lorenzo the Elder has parent Piccarda Bueri. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles the Bald, Charles the Bald has parent Judith of Bavaria died 843. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hortense de Beauharnais, Hortense de Beauharnais has parent Alexandre de Beauharnais. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William IV Duke of Aquitaine, William IV Duke of Aquitaine has parent Gerloc. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Count of Vaud mont, Antoine Count of Vaud mont has parent Margaret of Joinville. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin V Count of Hainaut, Baldwin V Count of Hainaut has parent Baldwin IV Count of Hainaut. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William I Count of Hainaut, William I Count of Hainaut has parent John II Count of Holland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Josepha of Austria, Maria Josepha of Austria has parent Joseph I Holy Roman Emperor. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of France has predecessor Philip VI of France, John II of France has parent Philip VI of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis I Duke of Bavaria, Louis I Duke of Bavaria has parent Agnes of Loon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Pepin of Herstal, Pepin of Herstal has parent Begga. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IX of France, Louis IX of France has parent Blanche of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Yolanda of Courtenay, Yolanda of Courtenay has parent Peter II of Courtenay. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Stephen II of Auxonne, Stephen II of Auxonne has parent William III of M con. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Werner I Count of Klettgau, Werner I Count of Klettgau has parent Radbot of Klettgau. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George Duke of Brunswic Calenberg, George Duke of Brunswic Calenberg has parent Dorothea of Denmark Duchess of Brunswic L neburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Foix Candale, Anne of Foix Candale has parent Catherine of Foix Countess of Candale. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emma of Italy, Emma of Italy has parent Adelaide of Italy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hedwig of Bavaria, Hedwig of Bavaria has parent Isambart. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of the Palatinate, Margaret of the Palatinate has parent Rupert King of the Romans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Duke of Brunswic L neburg, Frederick II Duke of Brunswic L neburg has parent Bernard I Duke of Brunswic L neburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of Spain has predecessor Philip II of Spain, Philip III of Spain has parent Philip II of Spain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Maria Beatrice of Savoy, Maria Beatrice of Savoy has parent Victor Emmanuel I of Sardinia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter I of Portugal has predecessor Afonso IV of Portugal, Peter I of Portugal has parent Afonso IV of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Reginald I Count of Burgundy, Reginald I Count of Burgundy has parent Otto William Count of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Constance of Arles, Constance of Arles has parent Adelaide Blanche of Anjou. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emmanuel Philibert Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Beatrice of Portugal Duchess of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George II of Great Britain has predecessor George I of Great Britain, George II of Great Britain has parent George I of Great Britain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Owen Tudor, Owen Tudor has parent Maredudd ap Tudur. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo II Count of Blois, Odo II Count of Blois has parent Bertha of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George III, George III has parent Frederick Prince of Wales. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis the Stammerer, Louis the Stammerer has parent Ermentrude of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VII Holy Roman Emperor, Henry VII Holy Roman Emperor has parent Beatrice of Avesnes. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis III of France, Louis III of France has parent Ansgarde of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria of Swabia, Maria of Swabia has parent Philip of Swabia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfonso II Count of Provence, Alfonso II Count of Provence has parent Alfonso II of Aragon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter II of Aragon has predecessor Alfonso II of Aragon, Peter II of Aragon has parent Alfonso II of Aragon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Otto IV Count of Burgundy, Otto IV Count of Burgundy has parent Adelaide Countess of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary of Guise, Mary of Guise has parent Antoinette of Bourbon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Elisabeth of Austria Duchess of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermentrude of Orl ans, Ermentrude of Orl ans has parent Engeltrude de F zensac. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fulk II Count of Anjou, Fulk II Count of Anjou has parent Fulk I Count of Anjou. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Artois, Margaret of Artois has parent Philip of Artois. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Pepin of Herstal, Pepin of Herstal has parent Ansegisel. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert II Count of Dreux, Robert II Count of Dreux has parent Robert I Count of Dreux. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo I Count of Blois, Odo I Count of Blois has parent Luitgarde of Vermandois. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Brabant Queen of France, Marie of Brabant Queen of France has parent Henry III Duke of Brabant. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick I Count of Vaud mont, Frederick I Count of Vaud mont has parent John I Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan III Countess of Burgundy has predecessor Joan II Countess of Burgundy, Joan III Countess of Burgundy has parent Joan II Countess of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Barbara Jagiellon, Barbara Jagiellon has parent Elizabeth of Austria 1436 1505. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus III of Sardinia has predecessor Charles Emmanuel III of Sardinia, Victor Amadeus III of Sardinia has parent Charles Emmanuel III of Sardinia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Berengaria of Barcelona, Berengaria of Barcelona has parent Douce I Countess of Provence. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Edward King of Portugal, Edward King of Portugal has parent Philippa of Lancaster. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of England Queen of Castile, Eleanor of England Queen of Castile has parent Henry II of England. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sviatoslav I, Sviatoslav I has parent Igor of Kiev. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso I of Portugal, Afonso I of Portugal has parent Henry Count of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Frederick IV Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Louise of Hesse Darmstadt 1757 1830, Princess Louise of Hesse Darmstadt 1757 1830 has parent Louis IX Landgrave of Hesse Darmstadt. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Ath na s de Rochechouart Marquise de Montespan, Fran oise Ath na s de Rochechouart Marquise de Montespan has parent Gabriel de Rochechouart de Mortemart. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Duke of Savoy, Louis Duke of Savoy has parent Mary of Burgundy Duchess of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe I, Louis Philippe I has parent Louise Marie Ad la de de Bourbon Duchess of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabeau of Bavaria, Isabeau of Bavaria has parent Stephen III Duke of Bavaria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Adelaide of Paris, Adelaide of Paris has parent March of Friuli. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Anjou, Margaret of Anjou has parent Ren  of Anjou. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Carinthia, Matilda of Carinthia has parent Engelbert Duke of Carinthia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh the Great, Hugh the Great has parent Robert I of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John IV Duke of Brittany has predecessor John of Montfort, John IV Duke of Brittany has parent John of Montfort. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal, Eleanor of Aragon Queen of Portugal has parent Ferdinand I of Aragon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh II Duke of Burgundy has predecessor Odo I Duke of Burgundy, Hugh II Duke of Burgundy has parent Odo I Duke of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Alfonso IX of Le n, Alfonso IX of Le n has parent Urraca of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry Count of Portugal, Henry Count of Portugal has parent Henry son of Robert I of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John Stewart 3rd Earl of Lennox, John Stewart 3rd Earl of Lennox has parent Matthew Stewart 2nd Earl of Lennox. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe II Duke of Orl ans has predecessor Louis Philippe I Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louis Philippe I Duke of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis Count of  vreux, Louis Count of  vreux has parent Marie of Brabant Queen of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Barbara Jagiellon, Barbara Jagiellon has parent Casimir IV Jagiellon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George Gordon 4th Earl of Huntly, George Gordon 4th Earl of Huntly has parent John Gordon Lord Gordon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of France, John II of France has parent Joan the Lame. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Merania, Agnes of Merania has parent Agnes of Rochlitz. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William V Duke of Aquitaine, William V Duke of Aquitaine has parent Emma of Blois. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand III of Castile, Ferdinand III of Castile has parent Berengaria of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis the German, Louis the German has parent Ermengarde of Hesbaye. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin V Count of Flanders, Baldwin V Count of Flanders has parent Ogive of Luxembourg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I Duke of Lorraine, John I Duke of Lorraine has parent Rudolph Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Emmanuel Philibert Duke of Savoy has predecessor Charles III Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Charles III Duke of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Baldwin VI Count of Flanders, Baldwin VI Count of Flanders has parent Baldwin V Count of Flanders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I Duke of Brittany has predecessor Alix Duchess of Brittany, John I Duke of Brittany has parent Alix Duchess of Brittany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Dirk I Count of Holland has predecessor Gerolf of Holland, Dirk I Count of Holland has parent Gerolf of Holland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Elisabeth Farnese, Elisabeth Farnese has parent Odoardo Farnese Hereditary Prince of Parma. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James V of Scotland has predecessor James IV of Scotland, James V of Scotland has parent James IV of Scotland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Alan Stewart of Darnley, Alan Stewart of Darnley has parent John Stewart of Darnley. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Piero di Cosimo de Medici has predecessor Cosimo de Medici, Piero di Cosimo de Medici has parent Cosimo de Medici. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
